S,ConTh,ConPr,T
300.000256,0,3018.63352921,10.0269489288
300.000256,0,3047.53452252,10.14676404
300.000256,0,3059.74422505,10.2044529915
300.000256,0,3070.4154004,10.2630059719
300.000256,0,3099.32275019,10.4519219398
300.000256,0,3112.84959749,10.5607337952
300.000256,0,3177.87002769,11.2386870384
300.000256,0,3178.00941811,11.2407009602
300.000256,0,3200.80107103,11.7766640186
300.000256,0,3300.002816,17.5947630405
300.000256,897.100488594,0,52.9817700386
300.000256,898.625338178,0,53.0718259811
300.000256,899.692483177,0,53.1664350033
300.000256,900.000768,0,53.2211258411
300.000256,0,0,7.7874648571
300.000256,0,840.326077595,7.3172261715
300.000256,0,882.367008874,7.6833019257
300.000256,0,887.424760871,7.7500300407
300.000256,0,900.000768,8.0891261101
300.000256,299.461146275,0,22.3484389782
300.000256,300.000256,0,22.3886721134
300.000256,0,3004.22838199,10.353055954
300.000256,0,3006.2970471,10.3601849079
300.000256,0,3098.56555083,10.7134051323
300.000256,0,3113.12989754,10.7793300152
300.000256,0,3107.16643312,10.7502841949
300.000256,0,3235.23431942,11.4673149586
300.000256,0,3269.04692606,11.7231080532
300.000256,0,3250.96052787,11.5712418556
300.000256,0,3265.33091952,11.685844183
300.000256,0,3295.9832054,12.086468935
300.000256,0,3296.85002558,12.1040480137
300.000256,0,3300.002816,12.2326040268
300.000256,879.26601768,0,41.0368080139
300.000256,895.05219269,0,41.7735750675
300.000256,899.866272961,0,42.1115310192
300.000256,900.000768,0,42.1304187775
300.000256,0,0,7.3178429604
300.000256,0,842.111446584,7.5445449352
300.000256,0,848.848766082,7.6049051285
300.000256,0,900.000768,8.3219029903
300.000256,0,899.40797155,8.3054590225
300.000256,289.481298727,0,21.4438579082
300.000256,300.000256,0,22.2230689526
300.000256,0,2836.10921561,8.5523459911
300.000256,0,3021.16543524,9.1103868484
300.000256,0,3061.32170332,9.2448289394
300.000256,0,3185.85062112,9.7125649452
300.000256,0,3187.69344341,9.7203950882
300.000256,0,3197.88871625,9.770252943
300.000256,0,3215.09583878,9.8692688942
300.000256,0,3234.9107828,10.007463932
300.000256,0,3249.23151604,10.133742094
300.000256,0,3275.32816245,10.4451498985
300.000256,0,3290.42120776,10.7191669941
300.000256,0,3300.002816,11.0728180408
300.000256,895.709889787,0,50.7055289745
300.000256,899.906797979,0,50.9592609406
300.000256,900.000768,0,50.9752280712
300.000256,899.336928023,0,50.9108531475
1000.000512,0,0,27.6468160152
1000.000512,0,2867.6014532,26.3871450424
1000.000512,0,2827.02217905,26.0137419701
1000.000512,0,2893.87759927,26.758398056
1000.000512,0,3000.001536,29.9352421761
1000.000512,998.275631941,0,74.477091074
1000.000512,1000.000512,0,74.6057770252
1000.000512,0,9576.15596313,37.321146965
1000.000512,0,9758.20873015,38.0306611061
1000.000512,0,10023.116765,39.1809680462
1000.000512,0,10028.4569686,39.2070469856
1000.000512,0,10378.438043,41.1593570709
1000.000512,0,10719.0477203,43.3668580055
1000.000512,0,10785.6782372,43.9791760445
1000.000512,0,10710.5666431,43.302546978
1000.000512,0,10850.6807928,44.7343277931
1000.000512,0,10889.956832,45.3506681919
1000.000512,0,10933.9245029,46.4057018757
1000.000512,0,11000.005632,49.6892199516
1000.000512,2981.21238818,0,151.98250699
1000.000512,2994.97560435,0,152.684157133
1000.000512,2998.44455402,0,152.949651003
1000.000512,3000.001536,0,153.188162088
1000.000512,0,0,24.6331291199
1000.000512,0,2318.33910286,23.9195041656
1000.000512,0,2911.60031232,30.040487051
1000.000512,0,2935.54663994,30.4167997837
1000.000512,0,3000.001536,32.5123808384
1000.000512,998.891159924,0,74.2770969868
1000.000512,1000.000512,0,74.3595879078
1000.000512,0,9727.29590032,34.7123520374
1000.000512,0,10291.8258715,36.7269060612
1000.000512,0,10607.2243415,38.010062933
1000.000512,0,10528.4440986,37.6621642113
1000.000512,0,10745.4261899,38.8152258396
1000.000512,0,10781.8436709,39.1131029129
1000.000512,0,10673.5548094,38.3414881229
1000.000512,0,10685.2459451,38.408657074
1000.000512,0,10984.2754182,41.3215169907
1000.000512,0,10982.8572282,41.2919838428
1000.000512,0,10954.3123768,40.8968341351
1000.000512,0,11000.005632,41.9819009304
1000.000512,2989.4672083,0,170.460433006
1000.000512,2994.29204914,0,170.735547066
1000.000512,2999.97647667,0,171.222203016
1000.000512,3000.001536,0,171.226493835
1000.000512,0,0,24.8419098854
1000.000512,0,2743.68272459,22.648047924
1000.000512,0,2844.71711412,23.4820480347
1000.000512,0,2964.23113255,25.0033841133
1000.000512,0,3000.001536,25.9309439659
1000.000512,995.201255989,0,64.3510000706
1000.000512,1000.000512,0,64.66132617
1000.000512,0,9728.19085264,31.8819930553
1000.000512,0,10334.9610155,33.8705480099
1000.000512,0,10457.8949775,34.3165960312
1000.000512,0,10588.872714,34.848017931
1000.000512,0,10647.6367957,35.1178619862
1000.000512,0,10755.7681572,35.6890940666
1000.000512,0,10894.3566887,36.5936641693
1000.000512,0,10858.9052435,36.3286039829
1000.000512,0,10961.0933391,37.3030779362
1000.000512,0,10968.941933,37.452370882
1000.000512,0,10935.3787771,36.9791321754
1000.000512,0,11000.005632,38.6530778408
1000.000512,2992.41957168,0,167.270950794
1000.000512,2998.01791124,0,167.583888054
1000.000512,2999.94692086,0,167.745683909
1000.000512,3000.001536,0,167.754845858
1000.000512,0,0,24.1875419617
1000.000512,0,2752.89932932,23.681055069
1000.000512,0,2856.590536,24.573029995
1000.000512,0,2989.72245963,26.3351070881
1000.000512,0,3000.001536,26.6086189747
1000.000512,994.427997721,0,61.2863919735
1000.000512,1000.000512,0,61.6298248768
1000.000512,0,9750.87022604,34.2703800201
1000.000512,0,10126.9932472,35.5923008919
1000.000512,0,10343.7885433,36.4377319813
1000.000512,0,10489.7761524,37.0752670765
1000.000512,0,10825.7544442,38.8401138783
1000.000512,0,10840.7163175,38.9711489677
1000.000512,0,10698.6253252,38.1090950966
1000.000512,0,10835.6579031,38.9198219776
1000.000512,0,10817.8093517,38.7871441841
1000.000512,0,10855.3797049,39.1723129749
1000.000512,0,11000.005632,42.5206298828
1000.000512,0,10986.2327095,41.9349968433
1000.000512,2990.22971938,0,154.753938913
1000.000512,2999.02017431,0,155.208873033
1000.000512,2999.74813829,0,155.265393972
1000.000512,3000.001536,0,155.30474782
1000.000512,0,0,22.3837680817
1000.000512,0,2677.56343225,23.4729480743
1000.000512,0,2832.35393368,24.8299241066
1000.000512,0,2953.16851808,26.4670629501
1000.000512,0,3000.001536,27.7674980164
1000.000512,984.57389175,0,63.6444029808
1000.000512,1000.000512,0,64.6416039467
1000.000512,0,9703.52257527,33.8420510292
1000.000512,0,10281.7804781,35.8779358864
1000.000512,0,10370.9809341,36.2643659115
1000.000512,0,10231.0940654,35.6820118427
1000.000512,0,10470.3727079,36.7533619404
1000.000512,0,10471.9476267,36.7623078823
1000.000512,0,10766.3358769,38.74010396
1000.000512,0,10841.3771233,39.3500289917
1000.000512,0,10848.6903874,39.4249441624
1000.000512,0,10917.5875629,40.3784599304
1000.000512,0,10991.4055943,41.9328429699
1000.000512,0,11000.005632,42.2965950966
1000.000512,2941.61130864,0,132.701157093
1000.000512,2982.93205083,0,134.565207004
1000.000512,2996.18228341,0,135.464390993
1000.000512,3000.001536,0,135.983747005
1000.000512,0,0,23.2995100021
1000.000512,0,2817.90209793,22.1487388611
1000.000512,0,2880.62545644,22.6417450905
1000.000512,0,3000.001536,24.1196599007
1000.000512,0,2996.63329058,24.0384190083
1000.000512,988.579798884,0,60.1275458336
1000.000512,1000.000512,0,60.8221781254
1000.000512,0,8185.53170222,29.3962318897
1000.000512,0,8910.45402943,31.9996039867
1000.000512,0,9144.43674196,32.946117878
1000.000512,0,9344.06908979,33.8667099476
1000.000512,0,10438.2857626,39.7079968452
1000.000512,0,10743.7587601,41.6903960705
1000.000512,0,10678.6171205,41.1902360916
1000.000512,0,10725.7443529,41.5320768356
1000.000512,0,10941.1363644,43.8883898258
1000.000512,0,10984.5998627,44.5369641781
1000.000512,0,11000.005632,45.0512712002
1000.000512,0,10992.5495661,44.7153661251
1000.000512,2945.87861028,0,130.805737019
1000.000512,2981.98822819,0,132.409111023
1000.000512,2997.42674529,0,133.440500021
1000.000512,3000.001536,0,133.784968138
1000.000512,0,0,23.5994651318
1000.000512,0,2728.63765547,24.5987408161
1000.000512,0,2792.92212374,25.1782670021
1000.000512,0,2972.8954828,27.7056598663
1000.000512,0,3000.001536,28.47757411
1000.000512,0,0,29.9533929825
1000.000512,0,2666.9972295,25.4811151028
1000.000512,0,2839.8450968,27.1325440407
1000.000512,0,2909.26420058,28.1562809944
1000.000512,0,3000.001536,30.9660570621
1000.000512,995.16286099,0,71.9397859573
1000.000512,1000.000512,0,72.2894971371
1000.000512,0,10080.278054,36.7230122089
1000.000512,0,10376.3089227,37.8014690876
1000.000512,0,10443.9737484,38.0742661953
1000.000512,0,10644.0778389,38.976544857
1000.000512,0,10741.0171745,39.4708309174
1000.000512,0,10756.4166953,39.5610001087
1000.000512,0,10806.4111992,39.9086461067
1000.000512,0,10803.5745716,39.8850929737
1000.000512,0,10923.6131474,41.1374611855
1000.000512,0,10940.7946841,41.3792188168
1000.000512,0,10975.1413199,42.1115169525
1000.000512,0,11000.005632,43.1852889061
1000.000512,2973.9242428,0,138.548895121
1000.000512,2993.80053701,0,139.474889994
1000.000512,2999.39333268,0,139.866130114
1000.000512,3000.001536,0,139.951248884
1000.000512,0,0,25.8776171207
1000.000512,0,2712.89190299,25.6046609879
1000.000512,0,2751.37331247,25.967854023
1000.000512,0,2934.73534503,28.6865890026
1000.000512,0,3000.001536,30.6895799637
1000.000512,997.538716869,0,68.4842448235
1000.000512,1000.000512,0,68.6532549858
1000.000512,0,9841.8909761,37.5524699688
1000.000512,0,10260.4845713,39.1496450901
1000.000512,0,10613.8103128,40.64336586
1000.000512,0,10629.8603262,40.7190961838
1000.000512,0,10673.0904214,40.9498069286
1000.000512,0,10689.9555979,41.053301096
1000.000512,0,10805.7575424,41.8888180256
1000.000512,0,10872.504802,42.4706130028
1000.000512,0,10901.6339534,42.7900791168
1000.000512,0,10907.346802,42.8743259907
1000.000512,0,10913.89149,43.0214412212
1000.000512,0,11000.005632,47.0752871037
1000.000512,2977.55172305,0,169.51442194
1000.000512,2999.31891776,0,170.753645897
1000.000512,2999.9821416,0,170.810289144
1000.000512,3000.001536,0,170.813601971
1000.000512,0,0,24.8530600071
1000.000512,0,2753.92543894,25.4678599834
1000.000512,0,2794.6366858,25.8443510532
1000.000512,0,2967.97338065,28.3405530453
1000.000512,0,3000.001536,29.2782819271
1000.000512,996.350263175,0,68.2950689793
1000.000512,1000.000512,0,68.545276165
1000.000512,0,9593.61959621,33.9843020439
1000.000512,0,10013.3570365,35.4711740017
1000.000512,0,10173.5730131,36.1016881466
1000.000512,0,10319.8651591,36.7478430271
1000.000512,0,10668.6334409,38.4987611771
1000.000512,0,10705.8573578,38.7136590481
1000.000512,0,10721.3010635,38.8184430599
1000.000512,0,10735.5752052,38.9358048439
1000.000512,0,10785.9350806,39.4607050419
1000.000512,0,10843.4257655,40.2750191689
1000.000512,0,10963.7733889,42.9043710232
1000.000512,0,11000.005632,44.5173330307
1000.000512,2985.06110699,0,155.450803995
1000.000512,2998.61452056,0,156.156615019
1000.000512,2999.74338626,0,156.244816065
1000.000512,3000.001536,0,156.285161018
1000.000512,0,0,26.6504728794
1000.000512,0,2888.9543299,32.3906900883
1000.000512,0,2931.70573481,32.8700149059
1000.000512,0,2938.17774739,32.9801430702
1000.000512,0,3000.001536,35.1534621716
1000.000512,992.313383618,0,68.5490100384
1000.000512,1000.000512,0,69.0800368786
1000.000512,0,8818.66403713,28.7585639954
1000.000512,0,8868.67254099,28.9216468334
1000.000512,0,9297.03368056,30.496106863
1000.000512,0,10190.3030896,34.2293009758
1000.000512,0,10565.6875893,36.0163121223
1000.000512,0,10613.2922268,36.277449131
1000.000512,0,10655.6024779,36.5508909225
1000.000512,0,10870.2458732,38.2360460758
1000.000512,0,10934.6550133,38.8723759651
1000.000512,0,10953.0981693,39.1166739464
1000.000512,0,10955.1157931,39.1570830345
1000.000512,0,11000.005632,40.997451067
1000.000512,2992.76928952,0,161.54411006
1000.000512,2998.28226239,0,161.841690064
1000.000512,2999.03025223,0,161.902270079
1000.000512,3000.001536,0,162.059675932
1000.000512,0,0,24.9377501011
1000.000512,0,2850.41903506,23.0242989063
1000.000512,0,2909.47608004,23.5013329983
1000.000512,0,2989.81178729,24.4900841713
1000.000512,0,3000.001536,24.7422008514
1000.000512,998.776358184,0,70.3942101002
1000.000512,1000.000512,0,70.4804890156
1000.000512,0,9874.16258454,28.1387660503
1000.000512,0,10115.1788309,28.8255989552
1000.000512,0,10206.778727,29.1152720451
1000.000512,0,10382.1892789,29.7375779152
1000.000512,0,10393.4613865,29.7829852104
1000.000512,0,10617.7337653,30.8277249336
1000.000512,0,10685.4722531,31.1994450092
1000.000512,0,10780.8181449,31.8343310356
1000.000512,0,10857.624375,32.4810369015
1000.000512,0,10896.5565452,32.9235579967
1000.000512,0,10945.6136992,33.7751750946
1000.000512,0,11000.005632,35.7179419994
1000.000512,2991.96143041,0,141.450704813
1000.000512,2997.19728878,0,141.698240042
1000.000512,2998.51436725,0,141.791684866
1000.000512,3000.001536,0,142.002866983
1000.000512,0,0,24.7782089710
1000.000512,0,2827.96961959,22.2728180885
1000.000512,0,2913.59420039,22.9471890926
1000.000512,0,2997.36041723,23.9516861439
1000.000512,0,3000.001536,24.0151128769
1000.000512,997.535156772,0,68.3871319294
1000.000512,1000.000512,0,68.5561470985
1000.000512,0,9135.2192933,28.6322240829
1000.000512,0,9372.17729589,29.3749139309
1000.000512,0,9734.07215532,30.6446709633
1000.000512,0,9993.12883644,31.6711299419
1000.000512,0,10409.7654781,33.5580329895
1000.000512,0,10600.1616833,34.5548439026
1000.000512,0,10807.7148535,35.835515976
1000.000512,0,10868.8795601,36.2914228439
1000.000512,0,10901.9295108,36.6014430523
1000.000512,0,10919.8128326,36.8270020485
1000.000512,0,10947.2650327,37.353607893
1000.000512,0,11000.005632,39.4333450794
1000.000512,2981.45583099,0,143.701785088
1000.000512,2985.80293288,0,143.911309004
1000.000512,2999.11825739,0,144.876271963
1000.000512,3000.001536,0,145.004351139
1000.000512,0,0,21.5277941227
1000.000512,0,2912.55094302,24.6544959545
1000.000512,0,2904.10962938,24.5830409527
1000.000512,0,2996.32880539,25.7344679832
1000.000512,0,3000.001536,25.8293321133
1000.000512,0,0,29.3090660572
1000.000512,0,2803.90185718,25.4964749813
1000.000512,0,2906.80257003,26.4321730137
1000.000512,0,2945.15686481,26.9638419151
1000.000512,0,3000.001536,28.5284759998
1000.000512,994.889964185,0,72.9573898315
1000.000512,1000.000512,0,73.332157135
1000.000512,0,9505.31702249,34.3788690567
1000.000512,0,9835.20964115,35.5720260143
1000.000512,0,10102.6781462,36.64889884
1000.000512,0,10187.7435766,37.0336549282
1000.000512,0,10645.3867878,39.3915860653
1000.000512,0,10742.3918206,39.9665989876
1000.000512,0,10760.3661716,40.0916991234
1000.000512,0,10762.4245812,40.1090350151
1000.000512,0,10905.8917479,41.6384570599
1000.000512,0,10947.0108151,42.2276520729
1000.000512,0,10968.4018665,42.6915919781
1000.000512,0,11000.005632,44.0848381519
1000.000512,2970.72755483,0,141.111443996
1000.000512,2983.26214629,0,141.706845045
1000.000512,2997.62901591,0,142.733378172
1000.000512,3000.001536,0,143.07282114
1000.000512,0,0,27.9164090157
1000.000512,0,2747.8846953,24.2782690525
1000.000512,0,2804.24161531,24.7761969566
1000.000512,0,2968.17283623,27.0273330212
1000.000512,0,3000.001536,27.9158580303
1000.000512,998.406794735,0,71.7664730549
1000.000512,1000.000512,0,71.8810310364
1000.000512,0,9976.99546698,36.1436169147
1000.000512,0,10140.2913022,36.7351880074
1000.000512,0,10367.5411383,37.6485140324
1000.000512,0,10457.1759999,38.0518128872
1000.000512,0,10557.3623117,38.5630347729
1000.000512,0,10695.1040573,39.3730771542
1000.000512,0,10746.9079216,39.7312231064
1000.000512,0,10828.0983801,40.4107809067
1000.000512,0,10868.8077428,40.8405239582
1000.000512,0,10886.7023475,41.0952730179
1000.000512,0,10994.6509016,43.4465639591
1000.000512,0,11000.005632,43.6804609299
1000.000512,2990.0299639,0,174.868697166
1000.000512,2996.71056801,0,175.259405136
1000.000512,2998.70642998,0,175.434590101
1000.000512,3000.001536,0,175.662091017
1000.000512,0,0,26.7290058136
1000.000512,0,2766.53981248,24.7480039597
1000.000512,0,2803.08837235,25.0749480724
1000.000512,0,2985.45244661,27.611025095
1000.000512,0,3000.001536,28.0186710358
1000.000512,988.763278099,0,70.396146059
1000.000512,1000.000512,0,71.1961939335
1000.000512,0,10078.9424266,76.1058139801
1000.000512,0,10235.3326133,77.2867119312
1000.000512,0,10467.6044715,79.2304999828
1000.000512,0,10617.7989114,80.6358540058
1000.000512,0,10635.6592347,80.8249089718
1000.000512,0,10689.7338404,81.4835588932
1000.000512,0,10704.8019048,81.6993510723
1000.000512,0,10730.8985986,82.1525230408
1000.000512,0,10798.9389902,83.6507399082
1000.000512,0,10813.3166918,84.0804409981
1000.000512,0,10987.1272856,92.1397659779
1000.000512,0,11000.005632,93.3418540955
1000.000512,2993.09979799,0,171.147094965
1000.000512,2981.25776797,0,170.469961166
1000.000512,2999.96243237,0,171.736388207
1000.000512,3000.001536,0,171.743103981
1000.000512,0,0,23.5702409744
1000.000512,0,2777.59647274,24.3495459557
1000.000512,0,2862.76681819,25.0961840153
1000.000512,0,2978.53263504,26.6558430195
1000.000512,0,3000.001536,27.2406699657
1000.000512,990.148801092,0,70.1154079437
1000.000512,1000.000512,0,70.8130371571
1000.000512,0,9388.73110364,32.0177288055
1000.000512,0,9726.12073614,33.1683049202
1000.000512,0,9854.67276645,33.6569359303
1000.000512,0,10274.4566385,35.4556920528
1000.000512,0,10445.3435811,36.2885949612
1000.000512,0,10574.5353188,37.0159709454
1000.000512,0,10696.7577052,37.8275511265
1000.000512,0,10805.9842247,38.7072589397
1000.000512,0,10845.4240041,39.1083660126
1000.000512,0,10955.2998557,40.6185350418
1000.000512,0,10980.8378332,41.149050951
1000.000512,0,11000.005632,41.9532010555
1000.000512,2982.85897196,0,167.870562077
1000.000512,2988.70021842,0,168.199298143
1000.000512,2999.31524672,0,169.09709096
1000.000512,3000.001536,0,169.213220119
